Entity	Code	Year	Homicide rate per 100,000 population - Both sexes - All ages
Turks and Caicos Islands	TCA	1993	7.296873
Turks and Caicos Islands	TCA	1994	13.88648
Turks and Caicos Islands	TCA	1995	6.622078
Turks and Caicos Islands	TCA	1996	6.326911
Turks and Caicos Islands	TCA	1997	12.10984
Turks and Caicos Islands	TCA	1998	0
Turks and Caicos Islands	TCA	1999	0
Turks and Caicos Islands	TCA	2000	0
Turks and Caicos Islands	TCA	2001	0
Turks and Caicos Islands	TCA	2002	9.709681
Turks and Caicos Islands	TCA	2003	0
Turks and Caicos Islands	TCA	2005	0
Turks and Caicos Islands	TCA	2007	7.613827
Turks and Caicos Islands	TCA	2008	7.293414
Turks and Caicos Islands	TCA	2009	6.997778
Turks and Caicos Islands	TCA	2013	11.90671
Turks and Caicos Islands	TCA	2014	5.716736
Tuvalu	TUV	2002	0
Tuvalu	TUV	2003	0
Tuvalu	TUV	2004	0
Tuvalu	TUV	2005	0
Tuvalu	TUV	2006	0
Tuvalu	TUV	2007	0
Tuvalu	TUV	2008	0
Tuvalu	TUV	2009	0
Tuvalu	TUV	2010	9.479122
Tuvalu	TUV	2011	9.345358
Tuvalu	TUV	2012	18.42554
Tuvalu	TUV	2019	0
Uganda	UGA	1995	8.268526
Uganda	UGA	1996	8.498995
Uganda	UGA	1997	8.771795
Uganda	UGA	2007	8.926823
Uganda	UGA	2008	9.154417
Uganda	UGA	2009	10.29207
Uganda	UGA	2010	9.770659
Uganda	UGA	2011	11.27171
Uganda	UGA	2012	11.86346
Uganda	UGA	2013	10.93453
Uganda	UGA	2014	12.30992
Uganda	UGA	2016	11.56696
Uganda	UGA	2017	11.80001
Uganda	UGA	2018	10.83213
Uganda	UGA	2019	10.9851
Uganda	UGA	2020	10.044
Uganda	UGA	2021	8.531467
Ukraine	UKR	1990	4.958343
Ukraine	UKR	1991	5.124551
Ukraine	UKR	1992	6.507657
Ukraine	UKR	1993	7.138109
Ukraine	UKR	1994	8.202011
Ukraine	UKR	1995	8.630809
Ukraine	UKR	1996	9.672811
Ukraine	UKR	1997	8.433435
Ukraine	UKR	1998	8.43286
Ukraine	UKR	1999	8.617173
Ukraine	UKR	2000	9.038507
Ukraine	UKR	2001	10.02592
Ukraine	UKR	2002	8.954377
Ukraine	UKR	2003	8.488489
Ukraine	UKR	2004	7.378027
Ukraine	UKR	2005	6.458818
Ukraine	UKR	2006	6.348654
Ukraine	UKR	2007	5.71329
Ukraine	UKR	2008	5.353545
Ukraine	UKR	2009	4.884018
Ukraine	UKR	2010	4.351727
Ukraine	UKR	2012	5.144669
Ukraine	UKR	2014	6.301487
Ukraine	UKR	2017	6.160253
Ukraine	UKR	2018	4.504246
Ukraine	UKR	2019	4.116614
Ukraine	UKR	2020	3.86703
Ukraine	UKR	2021	3.843201
United Arab Emirates	ARE	2010	0.789929
United Arab Emirates	ARE	2011	0.594738
United Arab Emirates	ARE	2012	0.79631
United Arab Emirates	ARE	2013	0.651291
United Arab Emirates	ARE	2014	0.690361
United Arab Emirates	ARE	2015	0.67288
United Arab Emirates	ARE	2019	0.694772
United Arab Emirates	ARE	2020	0.699881
United Arab Emirates	ARE	2021	0.469827
United Kingdom	GBR	1990	1.247057
United Kingdom	GBR	1991	1.279957
United Kingdom	GBR	1992	1.510921
United Kingdom	GBR	1993	1.535193
United Kingdom	GBR	1994	1.590353
United Kingdom	GBR	1995	1.55359
United Kingdom	GBR	1996	1.446316
United Kingdom	GBR	1997	1.484974
United Kingdom	GBR	1998	1.576021
United Kingdom	GBR	1999	1.569023
United Kingdom	GBR	2000	1.554799
United Kingdom	GBR	2001	1.634739
United Kingdom	GBR	2002	1.865028
United Kingdom	GBR	2003	1.552394
United Kingdom	GBR	2004	1.583443
United Kingdom	GBR	2005	1.381167
United Kingdom	GBR	2006	1.414388
United Kingdom	GBR	2007	1.425058
United Kingdom	GBR	2008	1.234165
United Kingdom	GBR	2009	1.134257
United Kingdom	GBR	2010	1.204588
United Kingdom	GBR	2011	1.012857
United Kingdom	GBR	2012	0.982624
United Kingdom	GBR	2013	0.937758
United Kingdom	GBR	2014	0.909322
United Kingdom	GBR	2015	0.999626
United Kingdom	GBR	2016	1.201733
United Kingdom	GBR	2017	1.224555
United Kingdom	GBR	2018	1.136483
United Kingdom	GBR	2019	1.150068
United Kingdom	GBR	2020	1.003587
United States	USA	1990	9.447617
United States	USA	1991	9.819917
United States	USA	1992	9.311245
United States	USA	1993	9.477557
United States	USA	1994	8.893766
United States	USA	1995	8.132935
United States	USA	1996	7.303399
United States	USA	1997	6.6844
United States	USA	1998	6.153678
United States	USA	1999	5.559823
United States	USA	2000	5.51915
United States	USA	2001	6.667239
United States	USA	2002	5.628225
United States	USA	2006	5.774419
United States	USA	2007	5.657597
United States	USA	2008	5.386089
United States	USA	2009	4.991377
United States	USA	2010	4.73098
United States	USA	2011	4.670944
United States	USA	2012	4.691596
United States	USA	2013	4.483442
United States	USA	2014	4.398294
United States	USA	2015	4.892982
United States	USA	2016	5.321656
United States	USA	2017	5.243924
United States	USA	2018	4.929848
United States	USA	2019	4.985947
United States	USA	2020	6.420751
United States	USA	2021	6.807467
United States Virgin Islands	VIR	1997	28.35941
United States Virgin Islands	VIR	1998	23.39324
United States Virgin Islands	VIR	1999	25.04011
United States Virgin Islands	VIR	2000	21.25988
United States Virgin Islands	VIR	2001	25.92449
United States Virgin Islands	VIR	2002	38.0597
United States Virgin Islands	VIR	2003	28.89419
United States Virgin Islands	VIR	2004	34.66269
United States Virgin Islands	VIR	2005	34.74798
United States Virgin Islands	VIR	2006	40.37009
United States Virgin Islands	VIR	2007	40.37312
United States Virgin Islands	VIR	2008	43.19979
United States Virgin Islands	VIR	2009	46.96291
United States Virgin Islands	VIR	2010	52.75951
United States Virgin Islands	VIR	2011	42.66232
United States Virgin Islands	VIR	2012	49.63111
Uruguay	URY	1990	6.608892
Uruguay	URY	1991	6.18746
Uruguay	URY	1992	5.770941
Uruguay	URY	1995	5.953309
Uruguay	URY	1996	6.353371
Uruguay	URY	1997	7.488285
Uruguay	URY	1998	7.478508
Uruguay	URY	1999	6.587449
Uruguay	URY	2000	6.500164
Uruguay	URY	2001	6.604181
Uruguay	URY	2002	6.986364
Uruguay	URY	2003	5.951298
Uruguay	URY	2004	6.035366
Uruguay	URY	2005	5.726919
Uruguay	URY	2006	6.080158
Uruguay	URY	2007	5.828188
Uruguay	URY	2008	6.624451
Uruguay	URY	2009	6.758058
Uruguay	URY	2010	6.114564
Uruguay	URY	2011	5.919734
Uruguay	URY	2012	7.920187
Uruguay	URY	2013	7.689622
Uruguay	URY	2014	7.901732
Uruguay	URY	2015	8.610512
Uruguay	URY	2016	7.821274
Uruguay	URY	2017	8.269533
Uruguay	URY	2018	12.28465
Uruguay	URY	2019	11.49221
Uruguay	URY	2020	9.856853
Uruguay	URY	2021	8.901836
Uzbekistan	UZB	1990	5.466712
Uzbekistan	UZB	1991	5.039312
Uzbekistan	UZB	1992	5.303839
Uzbekistan	UZB	1993	5.157132
Uzbekistan	UZB	1994	5.402236
Uzbekistan	UZB	1995	5.02471
Uzbekistan	UZB	1996	4.913508
Uzbekistan	UZB	1997	4.414237
Uzbekistan	UZB	1998	4.390526
Uzbekistan	UZB	1999	4.121498
Uzbekistan	UZB	2000	4.284759
Uzbekistan	UZB	2001	4.281452
Uzbekistan	UZB	2002	4.136201
Uzbekistan	UZB	2003	3.7173
Uzbekistan	UZB	2004	3.666868
Uzbekistan	UZB	2005	3.424474
Uzbekistan	UZB	2006	3.197556
Uzbekistan	UZB	2007	2.984297
Uzbekistan	UZB	2008	2.997099
Uzbekistan	UZB	2015	1.634926
Uzbekistan	UZB	2016	2.406722
Uzbekistan	UZB	2017	1.850015
Uzbekistan	UZB	2018	1.460728
Uzbekistan	UZB	2019	1.200839
Uzbekistan	UZB	2020	1.339233
Uzbekistan	UZB	2021	1.405457
Vanuatu	VUT	2019	0.657021
Vanuatu	VUT	2020	0.320837
Vatican	VAT	2009	0
Vatican	VAT	2010	0
Vatican	VAT	2011	0
Vatican	VAT	2012	0
Vatican	VAT	2013	0
Vatican	VAT	2014	0
Vatican	VAT	2015	0
Vatican	VAT	2019	0
Vatican	VAT	2020	0
Vatican	VAT	2021	0
Venezuela	VEN	1990	12.52622
Venezuela	VEN	1991	12.37009
Venezuela	VEN	1992	15.77743
Venezuela	VEN	1993	20.27196
Venezuela	VEN	1994	21.87069
Venezuela	VEN	1995	20.26934
Venezuela	VEN	1996	21.97845
Venezuela	VEN	1997	18.33962
Venezuela	VEN	1998	19.35856
Venezuela	VEN	1999	24.92598
Venezuela	VEN	2000	32.83973
Venezuela	VEN	2001	31.99331
Venezuela	VEN	2002	37.96545
Venezuela	VEN	2003	43.99188
Venezuela	VEN	2004	37.05734
Venezuela	VEN	2005	37.36203
Venezuela	VEN	2006	45.22531
Venezuela	VEN	2007	47.79638
Venezuela	VEN	2008	52.22699
Venezuela	VEN	2009	49.36831
Venezuela	VEN	2010	45.55107
Venezuela	VEN	2011	48.45313
Venezuela	VEN	2012	54.53603
Venezuela	VEN	2014	63.02731
Venezuela	VEN	2015	51.27464
Venezuela	VEN	2016	56.62385
Venezuela	VEN	2017	47.98217
Venezuela	VEN	2019	40.98485
Venezuela	VEN	2020	29.4274
Venezuela	VEN	2021	19.30506
Vietnam	VNM	2001	1.257865
Vietnam	VNM	2002	1.323127
Vietnam	VNM	2003	1.299772
Vietnam	VNM	2004	1.29144
Vietnam	VNM	2005	1.266506
Vietnam	VNM	2006	1.248335
Vietnam	VNM	2007	1.377972
Vietnam	VNM	2008	1.275742
Vietnam	VNM	2009	1.425715
Vietnam	VNM	2010	1.528412
Vietnam	VNM	2011	1.537084
World	OWID_WRL	2000	6.901814
World	OWID_WRL	2001	6.989272
World	OWID_WRL	2002	6.950769
World	OWID_WRL	2003	6.767826
World	OWID_WRL	2004	6.545462
World	OWID_WRL	2005	6.340093
World	OWID_WRL	2006	6.222697
World	OWID_WRL	2007	6.051122
World	OWID_WRL	2008	6.045708
World	OWID_WRL	2009	6.094978
World	OWID_WRL	2010	6.074349
World	OWID_WRL	2011	6.152214
World	OWID_WRL	2012	6.177419
World	OWID_WRL	2013	6.083612
World	OWID_WRL	2014	6.075776
World	OWID_WRL	2015	5.916292
World	OWID_WRL	2016	5.961374
World	OWID_WRL	2017	5.930093
World	OWID_WRL	2018	5.759009
World	OWID_WRL	2019	5.555708
World	OWID_WRL	2020	5.510109
World	OWID_WRL	2021	5.791921
Yemen	YEM	1998	3.492704
Yemen	YEM	1999	5.652914
Yemen	YEM	2000	3.741539
Yemen	YEM	2003	3.487082
Yemen	YEM	2004	3.115745
Yemen	YEM	2009	4.119921
Yemen	YEM	2010	4.441491
Yemen	YEM	2011	5.397319
Yemen	YEM	2012	6.162437
Yemen	YEM	2013	6.311147
Zambia	ZMB	1990	7.155495
Zambia	ZMB	1991	8.67969
Zambia	ZMB	1992	9.511617
Zambia	ZMB	1993	9.007465
Zambia	ZMB	1994	9.806217
Zambia	ZMB	1998	9.303884
Zambia	ZMB	1999	11.14202
Zambia	ZMB	2000	8.05772
Zambia	ZMB	2008	5.399532
Zambia	ZMB	2009	6.096972
Zambia	ZMB	2010	5.901935
Zambia	ZMB	2011	6.049427
Zambia	ZMB	2012	6.002174
Zambia	ZMB	2013	5.690853
Zambia	ZMB	2014	5.242158
Zambia	ZMB	2015	5.249803
Zimbabwe	ZWE	1990	5.803898
Zimbabwe	ZWE	2001	12.8369
Zimbabwe	ZWE	2002	13.54233
Zimbabwe	ZWE	2003	11.26217
Zimbabwe	ZWE	2004	11.15051
Zimbabwe	ZWE	2005	11.04317
Zimbabwe	ZWE	2006	8.693896
Zimbabwe	ZWE	2010	5.537482
Zimbabwe	ZWE	2012	7.395217
Zimbabwe	ZWE	2018	4.876369
Zimbabwe	ZWE	2019	5.145035
Zimbabwe	ZWE	2020	4.97777
Zimbabwe	ZWE	2021	6.139985
